Bank-leitzahl,Bezeichnung,Ort,BIC
60050101,Landesbank Baden-Württemberg/Baden-Württembergische Bank,Stuttgart,SOLADEST600
60060000,DZ BANK,Stuttgart,GENODESGXXX
60060202,DZ PRIVATBANK Ndl. Stuttgart,Stuttgart,GENODESTXXX
60060396,Untertürkheimer Volksbank,Stuttgart,GENODES1UTV
60060893,VR-Bank Stuttgart -alt-,Stuttgart,GENODES1FIL
60062775,Echterdinger Bank,Leinfelden-Echterdingen,GENODES1ECH
60062909,Volksbank Strohgäu,Korntal-Münchingen,GENODES1MCH
60069017,Raiffeisenbank Dellmensingen,Erbach,GENODES1DMS
60069066,Raiffeisenbank Niedere Alb,Langenau,GENODES1RBA
60069075,Raiffeisenbank Bühlertal,Vellberg,GENODES1RVG
60069147,Raiffeisenbank Sondelfingen,Reutlingen,GENODES1RSF
60069158,Raiffeisenbank Steinheim,Steinheim am Albuch,GENODES1SAA
60069206,Raiffeisenbank,Aidlingen,GENODES1AID
60069224,Genossenschaftsbank Weil im Schönbuch,Weil im Schönbuch,GENODES1GWS
60069239,Bopfinger Bank Sechta-Ries,Bopfingen,GENODES1BPF
60069242,Raiffeisenbank Gruibingen,Gruibingen,GENODES1RGR
60069245,Raiffeisenbank Bühlertal,Bühlertann,GENODES1RVG
60069251,Raiffeisenbank Donau-Iller -alt-,Erbach,GENODES1RDI
60069302,Raiffeisenbank Erlenmoos,Erlenmoos,GENODES1ERM
60069303,Raiffeisenbank Bad Schussenried,Bad Schussenried,GENODES1RBS
60069308,Raiffeisenbank -alt-,Ingoldingen,GENODES1RIN
60069315,Volksbank Freiberg und Umgebung -alt-,Mundelsheim,GENODES1MDH
60069325,Hegnacher Bank -alt-,Waiblingen,GENODES1HEG
60069336,Raiffeisenbank Maitis,Göppingen,GENODES1RMA
60069343,Raiffeisenbank Rißtal -alt-,Laupheim,GENODES1RRI
60069346,Raiffeisenbank Ehingen-Hochsträß,Ehingen (Donau),GENODES1REH
60069350,Raiffeisenbank Reute-Gaisbeuren,Bad Waldsee,GENODES1RRG
60069355,Ehninger Bank,Ehningen,GENODES1EHN
60069378,Volksbank Dettenhausen,Dettenhausen,GENODES1DEH
60069387,Dettinger Bank,Dettingen an der Erms,GENODES1DBE
60069417,Raiffeisenbank Kirchheim-Walheim,Kirchheim am Neckar,GENODES1KIB
60069419,Uhlbacher Bank -alt-,Stuttgart,GENODES1UHL
60069420,Raiffeisenbank Mittelbiberach -alt-,Mittelbiberach,GENODES1MBI
60069431,Raiffeisenbank Oberessendorf -alt-,Eberhardzell,GENODES1OED
60069442,Raiffeisenbank Frankenhardt-Stimpfach,Stimpfach,GENODES1RFS
60069455,Raiffeisenbank Vordersteinenberg,Alfdorf,GENODES1RVS
60069457,Raiffeisenbank Ottenbach,Ottenbach,GENODES1OTT
60069461,Raiffeisenbank Rottumtal,Ochsenhausen,GENODES1RRE
60069462,Winterbacher Bank,Winterbach,GENODES1WBB
60069463,Raiffeisenbank Geislingen-Rosenfeld,Rosenfeld,GENODES1RKH
60069476,Raiffeisenbank Heidenheimer Alb -alt-,Gerstetten,GENODES1DEA
60069485,Raiffeisenbank Oberer Wald,Simmersfeld,GENODES1ROW
60069505,Volksbank Murgtal -alt-,Baiersbronn,GENODES1VMT
60069517,Scharnhauser Bank,Ostfildern,GENODES1SCA
60069527,Volksbank Brenztal,Giengen an der Brenz,GENODES1RNS
60069538,Löchgauer Bank,Löchgau,GENODES1LOC
60069544,Raiffeisenbank Westhausen,Westhausen,GENODES1RWN
60069545,Nufringer Bank -Raiffeisen-,Nufringen,GENODES1NUF
60069553,Raiffeisenbank Aichhalden-Hardt-Sulgen,Hardt,GENODES1HAR
60069564,Raiffeisenbank Vordere Alb,Hülben,GENODES1RVA
60069595,Raiffeisenbank Schrozberg-Rot am See,Schrozberg,GENODES1SBB
60069639,Raiffeisenbank Ingersheim,Ingersheim,GENODES1RIH
60069648,Raiffeisenbank -alt-,Ummendorf,GENODES1EHZ
60069669,Erligheimer Bank -alt-,Erligheim,GENODES1EHB
60069673,Abtsgmünder Bank -Raiffeisen-,Abtsgmünd,GENODES1ABR
60069680,Raiffeisenbank Bretzfeld-Neuenstein,Bretzfeld,GENODES1BRZ
60069685,Raiffeisenbank,Wangen,GENODES1RWA
60069705,Raiffeisenbank Schlat -alt-,Schlat,GENODES1SLA
60069706,Raiffeisenbank,Mehrstetten,GENODES1MEH
60069710,Raiffeisenbank Gammesfeld,Blaufelden,GENODES1RGF
60069714,Raiffeisenbank Kocher-Jagst,Ingelfingen,GENODES1IBR
60069724,Raiffeisenbank Heroldstatt -alt-,Heroldstatt,GENODES1RHS
60069727,Raiffeisenbank,Oberstenfeld,GENODES1ROF
60069738,Volksbank Freiberg und Umgebung -alt-,Freiberg am Neckar,GENODES1FAN
60069766,Volks- und Raiffeisenbank Boll -alt-,Bad Boll,GENODES1BBO
60069795,Volksbank Freiberg und Umgebung -alt-,Hessigheim,GENODES1HHB
60069798,Raiffeisenbank Horb,Horb am Neckar,GENODES1RHB
60069817,Raiffeisenbank,Mötzingen,GENODES1RMO
60069832,Raiffeisenbank Urbach,Urbach,GENODES1URB
60069842,Darmsheimer Bank,Sindelfingen,GENODES1DHB
60069858,Enztalbank -alt-,Vaihingen an der Enz,GENODES1VAI
60069860,Federseebank,Bad Buchau,GENODES1FED
60069876,Raiffeisenbank Oberes Gäu Ergenzingen,Rottenburg am Neckar,GENODES1ROG
60069896,Volksbank Freiberg und Umgebung -alt-,Pleidelsheim,GENODES1PLE
60069904,VR-Bank Alb -alt-,Sonnenbühl,GENODES1RUW
60069905,Volksbank Remseck,Remseck am Neckar,GENODES1REM
60069911,Raiffeisenbank,Erlenbach,GENODES1ERL
60069926,Volksbank Glatten-Wittendorf -alt-,Glatten,GENODES1VBG
60069927,Berkheimer Bank,Esslingen am Neckar,GENODES1BHB
60069931,Raiffeisenbank,Berghülen,GENODES1BGH
60069950,Raiffeisenbank Tüngental,Schwäbisch Hall,GENODES1TUN
60069976,Raiffeisenbank Böllingertal,Heilbronn,GENODES1BOE
60069980,Raiffeisenbank Maselheim-Äpfingen -alt-,Maselheim,GENODES1RMH
60070024,Deutsche Bank Privat und Geschäftskunden,Stuttgart,DEUTDEDBSTG
60070070,Deutsche Bank,Stuttgart,DEUTDESSXXX
60080000,Commerzbank vormals Dresdner Bank,Stuttgart,DRESDEFF600
60080055,Commerzbank vormals Dresdner Bank Zw 55,Stuttgart,DRESDEFF608
60080057,Commerzbank vormals Dresdner Bank Gf Zw 57,Stuttgart,DRESDEFF609
60080085,Commerzbank vormals Dresdner Bank ITGK 2,Stuttgart,DRESDEFFI50
60080086,Commerzbank vormals Dresdner Bank Gf PCC-ITGK 3,Stuttgart,DRESDEFFI54
60080087,Commerzbank vormals Dresdner Bank, PCC DC-ITGK 4,Stuttgart,DRESDEFFI57
60080088,Commerzbank vormals Dresdner Bank, PCC DC-ITGK 5,Stuttgart,DRESDEFFI58
60089450,Commerzbank vormals Dresdner Bank ITGK,Stuttgart,DRESDEFFI21
60090100,Volksbank Stuttgart,Stuttgart,VOBADESSXXX
60090133,Volksbank Stuttgart GAA,Stuttgart,VOBADESSXXX
60090300,Volksbank Zuffenhausen m Zndl Stammheimer VB,Stuttgart,GENODES1ZUF
60090609,apoBank,Stuttgart,DAAEDED1009
60090700,Südwestbank,Stuttgart,SWBSDESSXXX
60090800,Sparda-Bank Baden-Württemberg,Stuttgart,GENODEF1S02
60090900,PSD Bank RheinNeckarSaar,Stuttgart,GENODEF1P20
60120200,BHF-BANK,Stuttgart,BHFBDEFF600
60120500,Bank für Sozialwirtschaft,Stuttgart,BFSWDE33STG
60130100,FFS Bank,Stuttgart,GENODED1FFS
60133300,Santander Consumer Bank,Stuttgart,SCFBDE33XXX
60241074,Commerzbank,Backnang,COBADEFFXXX
60250010,Kreissparkasse Waiblingen,Waiblingen,SOLADES1WBN
60261329,Fellbacher Bank,Fellbach,GENODES1FBB
60261622,VR-Bank Weinstadt,Weinstadt,GENODES1WNS
60261818,Raiffeisenbank Weissacher Tal -alt-,Allmersbach im Tal,GENODES1RWT
60262063,Korber Bank -alt-,Korb,GENODES1KOR
60262693,Kerner Volksbank,Kernen im Remstal,GENODES1KRN
60270024,Deutsche Bank Privat und Geschäftskunden,Waiblingen,DEUTDEDB606
60270073,Deutsche Bank,Waiblingen,DEUTDESS606
60290110,Volksbank Rems -alt-,Waiblingen,GENODES1VWN
60291120,Volksbank Backnang,Backnang,GENODES1VBK
60320291,UniCredit Bank - HypoVereinsbank,Böblingen,HYVEDEMM858
60340071,Commerzbank Sindelfingen,Sindelfingen,COBADEFFXXX
60350130,Kreissparkasse Böblingen,Böblingen,BBKRDE6BXXX
60361923,Raiffeisenbank Weissach,Weissach,GENODES1WES
60380002,Commerzbank vormals Dresdner Bank,Böblingen,DRESDEFF601
60390000,Vereinigte Volksbank,Sindelfingen,GENODES1BBV
60390300,Volksbank Region Leonberg,Leonberg,GENODES1LEO
60391310,Volksbank Herrenberg-Nagold-Rottenburg,Herrenberg,GENODES1VBH
60391420,Volksbank Magstadt,Magstadt,GENODES1MAG
60410600,Wüstenrot Bank Pfandbriefbk ehe Wüstenrot Hypo,Ludwigsburg,WUEHDE61XXX
60420000,Wüstenrot Bank Pfandbriefbank,Ludwigsburg,WBAGDE61XXX
60420186,UniCredit Bank - HypoVereinsbank,Ludwigsburg,HYVEDEMM860
60422000,RSB Retail+Service Bank,Kornwestheim,SABUDE6SXXX
60440073,Commerzbank,Ludwigsburg,COBADEFFXXX
60450050,Kreissparkasse Ludwigsburg,Ludwigsburg,SOLADES1LBG
60460142,Volksbank Freiberg und Umgebung -alt-,Ludwigsburg,GENODES1EGL
60462808,VR-Bank Asperg-Markgröningen,Möglingen,GENODES1AMT
60470024,Deutsche Bank Privat und Geschäftskunden,Ludwigsburg,DEUTDEDB604
60470082,Deutsche Bank,Ludwigsburg,DEUTDESS604
60480008,Commerzbank vormals Dresdner Bank,Ludwigsburg,DRESDEFF604
60490150,Volksbank Ludwigsburg,Ludwigsburg,GENODES1LBG
60491430,VR-Bank Neckar-Enz,Bönnigheim,GENODES1VBB
60651070,Kreissparkasse Calw -alt-,Calw,PZHSDE66XXX
60661906,Raiffeisenbank Wimsheim-Mönsheim,Wimsheim,GENODES1WIM
60663084,Raiffeisenbank im Kreis Calw,Neubulach,GENODES1RCW
60670024,Deutsche Bank Privat- und Geschäftskunden,Stuttgart,DEUTDEDB659
60670070,Deutsche Bank,Stuttgart,DEUTDESS659
60691440,Volksbank Maulbronn-Oberderdingen -alt-,Maulbronn,GENODES1VMB
61030000,Bankhaus Gebr. Martin,Göppingen,MARBDE6GXXX
61040014,Commerzbank,Göppingen,COBADEFFXXX
61050000,Kreissparkasse Göppingen,Göppingen,GOPSDE6GXXX
61060500,Volksbank Göppingen,Göppingen,GENODES1VGP
61070024,Deutsche Bank Privat und Geschäftskunden,Göppingen,DEUTDEDB610
61070078,Deutsche Bank,Göppingen,DEUTDESS610
61080006,Commerzbank vormals Dresdner Bank,Göppingen,DRESDEFF610
61091200,Volksbank-Raiffeisenbank Deggingen,Deggingen,GENODES1DGG
61120286,UniCredit Bank - HypoVereinsbank,Esslingen am Neckar,HYVEDEMM859
61140071,Commerzbank,Esslingen am Neckar,COBADEFFXXX
61150020,Kreissparkasse Esslingen-Nürtingen,Esslingen am Neckar,ESSLDE66XXX
61161696,Volksbank Filder,Neuhausen auf den Fildern,GENODES1NHB
61170024,Deutsche Bank Privat und Geschäftskunden,Esslingen am Neckar,DEUTDEDB611
61170076,Deutsche Bank,Esslingen am Neckar,DEUTDESS611
61180004,Commerzbank vormals Dresdner Bank,Esslingen am Neckar,DRESDEFF611
61190110,Volksbank Esslingen,Esslingen am Neckar,GENODES1ESS
61191310,Volksbank Plochingen,Plochingen,GENODES1VBP
61240048,Commerzbank,Nürtingen,COBADEFFXXX
61261213,Raiffeisenbank Teck -alt-,Owen,GENODES1TEC
61261339,VR Bank Hohenneuffen-Teck,Frickenhausen,GENODES1HON
61262258,Genossenschaftsbank Wolfschlugen,Wolfschlugen,GENODES1WLF
61262345,Bernhauser Bank,Filderstadt,GENODES1BBF
61281007,Commerzbank vormals Dresdner Bank,Kirchheim unter Teck,DRESDEFF612
61290120,Volksbank Kirchheim-Nürtingen,Nürtingen,GENODES1NUE
61340079,Commerzbank,Schwäbisch Gmünd,COBADEFFXXX
61361722,Raiffeisenbank Rosenstein,Heubach,GENODES1HEU
61361975,Raiffeisenbank Mutlangen,Mutlangen,GENODES1RML
61370024,Deutsche Bank Privat und Geschäftskunden,Schwäbisch Gmünd,DEUTDEDB613
61370086,Deutsche Bank,Schwäbisch Gmünd,DEUTDESS613
61390140,Volksbank Schwäbisch Gmünd,Schwäbisch Gmünd,GENODES1VGD
61391410,Volksbank Welzheim,Welzheim,GENODES1WEL
61420086,UniCredit Bank - HypoVereinsbank,Aalen,HYVEDEMM272
61440086,Commerzbank,Aalen,COBADEFFXXX
61450050,Kreissparkasse Ostalb,Aalen,OASPDE6AXXX
61480001,Commerzbank vormals Dresdner Bank,Aalen,DRESDEFF614
61490150,VR-Bank Aalen,Aalen,GENODES1AAV
61491010,VR-Bank Ellwangen,Ellwangen (Jagst),GENODES1ELL
62020000,Hoerner-Bank,Heilbronn,HOEBDE61XXX
62020100,FCA Bank Deutschland,Heilbronn,FBHNDE61XXX
62040060,Commerzbank,Heilbronn,COBADEFFXXX
62050000,Kreissparkasse Heilbronn,Heilbronn,HEISDE66XXX
62061991,Volksbank Sulmtal,Obersulm,GENODES1VOS
62062215,Volksbank Beilstein-Ilsfeld-Abstatt,Beilstein,GENODES1BIA
62062643,Volksbank Flein-Talheim,Flein,GENODES1VFT
62063263,VBU Volksbank im Unterland,Schwaigern,GENODES1VLS
62070024,Deutsche Bank Privat und Geschäftskunden,Heilbronn,DEUTDEDB620
62070081,Deutsche Bank,Heilbronn,DEUTDESS620
62080012,Commerzbank vormals Dresdner Bank,Heilbronn,DRESDEFF620
62090100,Volksbank Heilbronn,Heilbronn,GENODES1VHN
62091400,Volksbank Brackenheim-Güglingen -alt-,Brackenheim,GENODES1VBR
62091600,Volksbank Möckmühl-Neuenstadt,Möckmühl,GENODES1VMN
62091800,Volksbank Hohenlohe,Öhringen,GENODES1VHL
62220000,Bausparkasse Schwäbisch Hall,Schwäbisch Hall,BSHHDE61XXX
62240048,Commerzbank,Schwäbisch Hall,COBADEFFXXX
62250030,Sparkasse Schwäbisch Hall-Crailsheim,Schwäbisch Hall,SOLADES1SHA
62251550,Sparkasse Hohenlohekreis,Künzelsau,SOLADES1KUN
62280012,Commerzbank vormals Dresdner Bank,Schwäbisch Hall,DRESDEFF622
62290110,VR Bank Schwäbisch Hall-Crailsheim,Schwäbisch Hall,GENODES1SHA
62291020,Crailsheimer Volksbank -alt-,Crailsheim,GENODES1CRV
62391010,Volksbank Bad Mergentheim -alt-,Bad Mergentheim,GENODES1VBM
62391420,Volksbank Vorbach-Tauber,Weikersheim,GENODES1VVT
63000000,Bundesbank,Ulm- Donau,MARKDEF1630
63010111,SEB,Ulm- Donau,ESSEDE5F630
63020086,UniCredit Bank - HypoVereinsbank,Ulm- Donau,HYVEDEMM461
63040053,Commerzbank,Ulm- Donau,COBADEFFXXX
63050000,Sparkasse Ulm,Ulm- Donau,SOLADES1ULM
63061486,VR-Bank Langenau-Ulmer Alb,Langenau- Württ,GENODES1LBK
63070024,Deutsche Bank Privat und Geschäftskunden,Ulm- Donau,DEUTDEDB630
63070088,Deutsche Bank,Ulm- Donau,DEUTDESS630
63080015,Commerzbank vormals Dresdner Bank,Ulm- Donau,DRESDEFF630
63080085,Commerzbank vormals Dresdner Bank, PCC DCC-ITGK 1,Stuttgart,DRESDEFFI59
63090100,Volksbank Ulm-Biberach,Ulm- Donau,ULMVDE66XXX
63091010,Donau-Iller Bank,Ehingen (Donau),GENODES1EHI
63091200,Volksbank Blaubeuren,Blaubeuren,GENODES1BLA
63091300,Volksbank Laichinger Alb,Laichingen,GENODES1LAI
63220090,UniCredit Bank - HypoVereinsbank,Heidenheim an der Brenz,HYVEDEMM271
63240016,Commerzbank,Heidenheim an der Brenz,COBADEFFXXX
63250030,Kreissparkasse Heidenheim,Heidenheim an der Brenz,SOLADES1HDH
63290110,Heidenheimer Volksbank,Heidenheim an der Brenz,GENODES1HDH
63291210,Giengener Volksbank -alt-,Giengen an der Brenz,GENODES1GVB
64000000,Bundesbank,Reutlingen,MARKDEF1640
64020186,UniCredit Bank - HypoVereinsbank,Reutlingen,HYVEDEMM374
64040033,Commerzbank,Reutlingen,COBADEFFXXX
64040045,Commerzbank,Metzingen- Württ,COBADEFFXXX
64050000,Kreissparkasse Reutlingen,Reutlingen,SOLADES1REU
64061854,VR Bank Steinlach-Wiesaz-Härten,Mössingen,GENODES1STW
64070024,Deutsche Bank Privat und Geschäftskunden,Reutlingen,DEUTDEDB640
64070085,Deutsche Bank,Reutlingen,DEUTDESS640
64080014,Commerzbank vormals Dresdner Bank,Reutlingen,DRESDEFF640
64090100,Volksbank Reutlingen,Reutlingen,VBRTDE6RXXX
64091200,Volksbank Ermstal-Alb,Metzingen,GENODES1MTZ
64091300,Volksbank Münsingen,Münsingen- Württ,GENODES1MUN
64140036,Commerzbank Tübingen,Tübingen,COBADEFFXXX
64150020,Kreissparkasse Tübingen,Tübingen,SOLADES1TUB
64161397,Volksbank Ammerbuch,Ammerbuch,GENODES1AMM
64161608,Raiffeisenbank Härten -alt-,Kusterdingen,GENODES1RHK
64161956,Volksbank Mössingen -alt-,Mössingen,GENODES1VMO
64163225,Volksbank Hohenzollern-Balingen,Balingen,GENODES1VHZ
64180014,Commerzbank vormals Dresdner Bank,Tübingen,DRESDEFF641
64190110,Volksbank Tübingen,Tübingen,GENODES1TUE
64191030,Volksbank Nagoldtal -alt-,Nagold,GENODES1NAG
64191700,Volksbank Horb -alt-,Horb am Neckar,GENODES1HOR
64240048,Commerzbank,Trossingen,COBADEFFXXX
64240071,Commerzbank,Rottweil,COBADEFFXXX
64250040,Kreissparkasse Rottweil,Rottweil,SOLADES1RWL
64251060,Kreissparkasse Freudenstadt,Freudenstadt,SOLADES1FDS
64261363,Volksbank Baiersbronn Murgtal,Baiersbronn,GENODES1BAI
64261626,Murgtalbank Mitteltal - Obertal -alt-,Baiersbronn,GENODES1MMO
64261853,Volksbank Nordschwarzwald,Pfalzgrafenweiler,GENODES1PGW
64262408,Volksbank Dornstetten,Dornstetten- Württ,GENODES1VDS
64290120,Volksbank Rottweil,Rottweil,GENODES1VRW
64291010,Volksbank Horb-Freudenstadt,Freudenstadt,GENODES1FDS
64291420,Volksbank Deisslingen,Deißlingen- Neckar,GENODES1VDL
64292020,Volksbank Schwarzwald-Neckar,Schramberg,GENODES1SBG
64292310,Volksbank Trossingen,Trossingen,GENODES1TRO
64350070,Kreissparkasse Tuttlingen,Tuttlingen,SOLADES1TUT
64361359,Raiffeisenbank Donau-Heuberg,Mühlheim an der Donau,GENODES1RDH
64380011,Commerzbank vormals Dresdner Bank,Tuttlingen,DRESDEFF643
64390130,Volksbank Donau-Neckar,Tuttlingen,GENODES1TUT
65020186,UniCredit Bank - HypoVereinsbank,Ravensburg- Württ,HYVEDEMM588
65040073,Commerzbank,Ravensburg- Württ,COBADEFFXXX
65050110,Kreissparkasse Ravensburg,Ravensburg- Württ,SOLADES1RVB
65061219,Raiffeisenbank Aulendorf,Aulendorf- Württ,GENODES1AUL
65062577,Raiffeisenbank Ravensburg,Ravensburg,GENODES1RRV
65062793,Raiffeisenbank Vorallgäu -alt-,Amtzell,GENODES1AMZ
65063086,Raiffeisenbank Bad Saulgau,Bad Saulgau,GENODES1SAG
65070024,Deutsche Bank Privat und Geschäftskunden,Ravensburg- Württ,DEUTDEDB650
65070084,Deutsche Bank,Ravensburg- Württ,DEUTDESS650
65080009,Commerzbank vormals Dresdner Bank,Ravensburg- Württ,DRESDEFF650
65090100,Volksbank Ulm-Biberach -alt-,Ravensburg- Württ,ULMVDE66XXX
65091040,Leutkircher Bank Raiffeisen- und Volksbank,Leutkirch im Allgäu,GENODES1LEU
65091300,Bad Waldseer Bank -alt-,Bad Waldsee,GENODES1BWB
65091600,Volksbank Weingarten,Weingarten- Württ,GENODES1VWG
65092010,Volksbank Allgäu-West,Wangen im Allgäu,GENODES1WAN
65092200,Volksbank Altshausen,Altshausen,GENODES1VAH
65093020,Volksbank Bad Saulgau,Bad Saulgau,GENODES1SLG
65110200,Internationales Bankhaus Bodensee,Friedrichshafen,IBBFDE81XXX
65140072,Commerzbank,Friedrichshafen,COBADEFFXXX
65161497,Genossenschaftsbank Meckenbeuren,Meckenbeuren,GENODES1GMB
65162832,Raiffeisenbank,Oberteuringen,GENODES1OTE
65180005,Commerzbank vormals Dresdner Bank,Friedrichshafen,DRESDEFF651
65190110,Volksbank Friedrichshafen,Friedrichshafen,GENODES1VFN
65191500,Volksbank Tettnang,Tettnang,GENODES1TET
65310111,SEB,Albstadt- Württ,ESSEDE5F653
65340004,Commerzbank,Albstadt- Württ,COBADEFFXXX
65341204,Commerzbank,Balingen,COBADEFFXXX
65351050,Hohenz Landesbank Kreissparkasse Sigmaringen,Sigmaringen,SOLADES1SIG
65351260,Sparkasse Zollernalb,Balingen,SOLADES1BAL
65361469,Volksbank Heuberg,Meßstetten,GENODES1HBM
65361898,Winterlinger Bank,Winterlingen,GENODES1WLB
65361989,Onstmettinger Bank,Albstadt,GENODES1ONS
65362499,Raiffeisenbank Geislingen-Rosenfeld,Geislingen b Balingen,GENODES1GEI
65370024,Deutsche Bank Privat und Geschäftskunden,Albstadt- Württ,DEUTDEDB653
65370075,Deutsche Bank,Albstadt- Württ,DEUTDESS653
65380003,Commerzbank vormals Dresdner Bank,Albstadt- Württ,DRESDEFF653
65390120,Volksbank Albstadt,Albstadt- Württ,GENODES1EBI
65391210,Volksbank Balingen -alt-,Balingen,GENODES1BAL
65392030,Volksbank Tailfingen -alt-,Albstadt- Württ,GENODES1TAI
65440087,Commerzbank,Biberach an der Riß,COBADEFFXXX
65450070,Kreissparkasse Biberach,Biberach an der Riß,SBCRDE66XXX
65461878,Raiffeisenbank Riss-Umlach,Ummendorf,GENODES1WAR
65462231,Raiffeisenbank Illertal -alt-,Erolzheim- Kr Biberach an der Riß,GENODES1ERO
65491320,Volksbank Raiffeisenbank Laupheim-Illertal,Laupheim,GENODES1VBL
65491510,Volksbank-Raiffeisenbank Riedlingen,Riedlingen- Württ,GENODES1VRR
66000000,Bundesbank,Karlsruhe- Baden,MARKDEF1660
66010075,Postbank,Karlsruhe- Baden,PBNKDEFFXXX
66010111,SEB,Karlsruhe- Baden,ESSEDE5F660
66010200,Deutsche Bausparkasse Badenia,Karlsruhe- Baden,BBSPDE6KXXX
66010700,Landeskreditbank Baden-Württemberg Förderbank,Karlsruhe- Baden,LKBWDE6KXXX
66020020,Baden-Württembergische Bank,Karlsruhe- Baden,SOLADEST663
66020286,UniCredit Bank - HypoVereinsbank,Karlsruhe- Baden,HYVEDEMM475
66020500,Bank für Sozialwirtschaft,Karlsruhe- Baden,BFSWDE33KRL
66020566,Bank für Sozialwirtschaft,Karlsruhe,BFSWDE33K60
66030600,Isbank Fil Karlsruhe,Karlsruhe- Baden,ISBKDEFXKRL
66040018,Commerzbank,Karlsruhe- Baden,COBADEFFXXX
66040026,Commerzbank/Kreditcenter Badenia,Karlsruhe- Baden,COBADEFFXXX
66050000,Landesbank Baden-Württemberg,Karlsruhe- Baden,SOLADEST660
66050101,Sparkasse Karlsruhe Ettlingen,Karlsruhe- Baden,KARSDE66XXX
66051220,Sparkasse Ettlingen -alt-,Ettlingen,SOLADES1ETT
66060000,DZ BANK,Karlsruhe- Baden,GENODE6KXXX
66060300,Spar- und Kreditbank,Karlsruhe- Baden,GENODE61KA3
66061407,Spar- und Kreditbank,Rheinstetten- Baden,GENODE61RH2
66061724,Volksbank Stutensee-Weingarten,Stutensee,GENODE61WGA
66062138,Spar- und Kreditbank Hardt,Eggenstein-Leopoldshafen,GENODE61EGG
66062366,Raiffeisenbank Hardt-Bruhrain,Dettenheim- Baden,GENODE61DET
66069103,Raiffeisenbank Elztal,Elztal,GENODE61ELZ
66069104,Spar- und Kreditbank,Dauchingen,GENODE61DAC
66069342,Volksbank Krautheim,Krautheim- Jagst,GENODE61KTH
66070004,Deutsche Bank,Karlsruhe- Baden,DEUTDESM660
66070024,Deutsche Bank Privat und Geschäftskunden,Karlsruhe- Baden,DEUTDEDB660
66080052,Commerzbank vormals Dresdner Bank,Karlsruhe- Baden,DRESDEFF660
66090621,apoBank,Karlsruhe- Baden,DAAEDED1021
66090800,BBBank,Karlsruhe- Baden,GENODE61BBB
66090900,PSD Bank Karlsruhe-Neustadt,Karlsruhe- Baden,GENODEF1P10
66091200,Volksbank Ettlingen,Ettlingen,GENODE61ETT
66190000,Volksbank Karlsruhe,Karlsruhe- Baden,GENODE61KA1
66240002,Commerzbank,Baden-Baden,COBADEFFXXX
66250030,Sparkasse Baden-Baden Gaggenau,Baden-Baden,SOLADES1BAD
66251434,Sparkasse Bühl,Bühl- Baden,SOLADES1BHL
66261092,Spar- und Kreditbank,Bühlertal,GENODE61BHT
66261416,Raiffeisenbank Altschweier,Bühl- Baden,GENODE61ALR
66270001,Deutsche Bank,Baden-Baden,DEUTDESM662
66270024,Deutsche Bank Privat und Geschäftskunden,Baden-Baden,DEUTDEDB662
66280053,Commerzbank vormals Dresdner Bank,Baden-Baden,DRESDEFF662
66290000,Volksbank Baden-Baden Rastatt,Rastatt,VBRADE6KXXX
66291300,Volksbank Achern,Achern- Baden,GENODE61ACH
66291400,Volksbank Bühl,Bühl- Baden,GENODE61BHL
66340018,Commerzbank,Bruchsal,COBADEFFXXX
66350036,Sparkasse Kraichgau Bruchsal-Bretten-Sinsheim,Bruchsal,BRUSDE66XXX
66390000,Volksbank Bruchsal-Bretten -alt-,Bruchsal,GENODE61BRU
66391200,Volksbank Bruchsal-Bretten,Bretten- Baden,GENODE61BTT
66391600,Volksbank Bruhrain-Kraich-Hardt,Oberhausen-Rheinhausen,GENODE61ORH
66432700,Bankhaus J. Faißt,Wolfach,FAITDE66XXX
66440084,Commerzbank,Offenburg,COBADEFFXXX
66450050,Sparkasse Offenburg/Ortenau,Offenburg,SOLADES1OFG
66451346,Sparkasse Gengenbach,Gengenbach,SOLADES1GEB
66451548,Sparkasse Haslach-Zell,Haslach im Kinzigtal,SOLADES1HAL
66451862,Sparkasse Hanauerland,Kehl- Rhein,SOLADES1KEL
66452776,Sparkasse Wolfach,Wolfach,SOLADES1WOF
66470024,Deutsche Bank Privat und Geschäftskunden,Offenburg,DEUTDEDB968
66470035,Deutsche Bank,Offenburg,DEUTDE6F664
66490000,Volksbank Offenburg,Offenburg,GENODE61OG1
66492600,Volksbank Appenweier-Urloffen Appenweier -alt-,Appenweier,GENODE61APP
66492700,Volksbank Kinzigtal,Wolfach,GENODE61KZT
66550070,Sparkasse Rastatt-Gernsbach,Rastatt,SOLADES1RAS
66562053,Raiffeisenbank Südhardt Durmersheim,Durmersheim,GENODE61DUR
66562300,VR-Bank in Mittelbaden,Iffezheim,GENODE61IFF
66610111,SEB,Pforzheim,ESSEDE5F666
66640035,Commerzbank,Pforzheim,COBADEFFXXX
66650085,Sparkasse Pforzheim Calw,Pforzheim,PZHSDE66XXX
66661244,Raiffeisenbank Bauschlott,Neulingen- Enzkr,GENODE61NBT
66661329,Raiffeisenbank Kieselbronn,Kieselbronn,GENODE61KBR
66661454,VR Bank im Enzkreis,Niefern-Öschelbronn,GENODE61NFO
66662155,Raiffeisenbank Ersingen,Kämpfelbach,GENODE61ERS
66662220,Volksbank Stein Eisingen,Königsbach-Stein,GENODE61KBS
